State,Covered Entity Type,Individuals Affected,Type of Breach,Location of Breached Information,Business Associate Present
NY,Healthcare Provider,2563,Theft,Other Portable Electronic Device,No
NY,Healthcare Provider,800,Theft,"Other, Other Portable Electronic Device",No
NM,Healthcare Provider,3830,Theft,Laptop,No
FL,Healthcare Provider,2047,Other,Paper/Films,No
CO,Business Associate,105470,Theft,Desktop Computer,Yes
VA,Healthcare Provider,669,Theft,Other Portable Electronic Device,No
MN,Business Associate,1097,Other,Paper/Films,Yes
PA,Business Associate,800000,Loss,"Electronic Medical Record, Other, Other Portable Electronic Device",Yes
NY,Healthcare Provider,23753,Theft,Desktop Computer,No
OH,Business Associate,1200,Improper Disposal,Paper/Films,Yes
TX,Healthcare Provider,27000,Hacking/IT Incident,Network Server,No
DC,Health Plan,540,Theft,Laptop,No
NY,Healthcare Provider,16820,Theft,Desktop Computer,No
CT,Health Plan,6372,,Paper/Films,No
TX,Healthcare Provider,6873,Theft,Desktop Computer,No
TX,Healthcare Provider,1646,Theft,Laptop,No
,Business Associate,1073,Loss,Other,Yes
NY,Business Associate,2631,Theft,Paper/Films,Yes
NC,Healthcare Provider,1590,Theft,Paper/Films,No
IN,Health Plan,31700,Hacking/IT Incident,Network Server,No
TX,Healthcare Provider,694,Theft,Laptop,No
OH,Healthcare Provider,1309,Other,Laptop,No
PA,Health Plan,560,Other,Other,No
KY,Healthcare Provider,2089,Theft,Laptop,No
GA,Business Associate,11440,Other,"Other, Other Portable Electronic Device",Yes
IL,Healthcare Provider,657,"Loss, Theft",Paper/Films,No
TX,Healthcare Provider,25000,Theft,Network Server,No
OH,Healthcare Provider,13867,Theft,Laptop,No
NC,Healthcare Provider,2300,Hacking/IT Incident,Desktop Computer,No
MO,Healthcare Provider,1907,Improper Disposal,Paper/Films,No
PA,Healthcare Provider,21000,Theft,Laptop,No
ID,Business Associate,5500,Loss,Other,Yes
WA,Healthcare Provider,2698,Theft,Desktop Computer,No
CA,Healthcare Provider,10100,Theft,Desktop Computer,No
TN,Healthcare Provider,1711,Loss,"Other, Other Portable Electronic Device",No
CT,Healthcare Provider,1000,Theft,Laptop,No
OR,Healthcare Provider,4328,Theft,"Desktop Computer, Laptop, Other, Other Portable Electronic Device",No
IL,Healthcare Provider,7081,Theft,Laptop,No
MA,Business Associate,24750,Theft,Paper/Films,Yes
NM,Healthcare Provider,1000,Theft,"Other, Other Portable Electronic Device",No
NY,Business Associate,956,Theft,"Other, Other Portable Electronic Device",Yes
NY,Business Associate,3630,Theft,Other Portable Electronic Device,Yes
NY,Healthcare Provider,1200,Loss,"Other, Other Portable Electronic Device",No
PA,Business Associate,22642,Other,Network Server,Yes
NY,Healthcare Provider,857,Loss,Other Portable Electronic Device,No
MN,Healthcare Provider,1740,Theft,Electronic Medical Record,No
VA,Healthcare Provider,2739,Theft,Laptop,No
RI,Healthcare Provider,1361,Theft,Paper/Films,No
NV,Healthcare Provider,507,Theft,Paper/Films,No
IA,Healthcare Provider,19222,Loss,Other Portable Electronic Device,No
IN,Healthcare Provider,2000,Theft,"Desktop Computer, Laptop",No
CA,Healthcare Provider,33000,Theft,Paper/Films,No
KS,Healthcare Provider,1200,Theft,"Laptop, Paper/Films",No
SC,Business Associate,1270,Other,Paper/Films,Yes
NY,Healthcare Provider,9000,Theft,Desktop Computer,No
AK,Business Associate,2000,Theft,"Other, Other Portable Electronic Device",Yes
IN,Healthcare Provider,1199,Theft,Laptop,No
CA,Business Associate,1474,Theft,"Other, Other Portable Electronic Device",Yes
CA,Business Associate,1474,Theft,"Other, Other Portable Electronic Device",Yes
NY,Healthcare Provider,6800,Theft,Network Server,No
IL,Healthcare Provider,967,Improper Disposal,Paper/Films,No
OK,Healthcare Provider,19200,Hacking/IT Incident,Desktop Computer,No
CA,Healthcare Provider,928,Theft,Desktop Computer,No
MA,Business Associate,11000,Improper Disposal,Paper/Films,Yes
TX,Healthcare Provider,4700,Theft,"Laptop, Network Server",No
KY,Healthcare Provider,2200,Theft,Paper/Films,No
NY,Healthcare Provider,578,Theft,Laptop,No
MD,Health Plan,692,Other,Other,No
TX,Healthcare Provider,585,Theft,Laptop,No
UT,Business Associate,1298,Other,"Desktop Computer, Paper/Films",Yes
WA,Healthcare Provider,9493,Hacking/IT Incident,Network Server,No
AR,Healthcare Provider,1000,Theft,"Other, Other Portable Electronic Device",No
CO,Healthcare Provider,2500,Theft,Other,No
TN,Health Plan,1023209,Theft,Other,No
CA,Healthcare Provider,716,Loss,Paper/Films,No
,Health Plan,475000,Unauthorized Access/Disclosure,Network Server,Yes
CT,Health Plan,2345,Unauthorized Access/Disclosure,Network Server,No
MS,Healthcare Provider,1104,Theft,Desktop Computer,No
PR,Business Associate,115000,Unauthorized Access/Disclosure,"Other, Other Portable Electronic Device",Yes
CT,Healthcare Provider,12000,Theft,Laptop,No
NE,Healthcare Provider,1550,Theft,Desktop Computer,No
IN,Healthcare Provider,845,Unauthorized Access/Disclosure,Paper/Films,No
NY,Healthcare Provider,535,Theft,Laptop,No
MI,Healthcare Provider,3700,Theft,Laptop,No
MO,Healthcare Provider,1400,Theft,Laptop,No
FL,Healthcare Provider,1500,Theft,Paper/Films,No
,Health Plan,398000,Theft,Network Server,No
NY,Business Associate,1744,Theft,Network Server,Yes
CA,Healthcare Provider,771,Unauthorized Access/Disclosure,Paper/Films,No
OK,Healthcare Provider,1950,"Improper Disposal, Loss, Theft",Paper/Films,No
NY,Healthcare Provider,542,Theft,Desktop Computer,No
PA,Healthcare Provider,613,Theft,Desktop Computer,No
TN,Healthcare Provider,8200,Improper Disposal,Paper/Films,No
MI,Business Associate,9475,Unauthorized Access/Disclosure,Paper/Films,Yes
TX,Healthcare Provider,800,Theft,Desktop Computer,No
MD,Healthcare Provider,1000,Hacking/IT Incident,"Desktop Computer, Network Server",No
,Healthcare Provider,1000,Theft,"Desktop Computer, Laptop",No
PA,Business Associate,1085,Unauthorized Access/Disclosure,Network Server,Yes
IL,Healthcare Provider,556,Theft,Desktop Computer,No
WI,Healthcare Provider,3288,Theft,Laptop,No
OH,Healthcare Provider,1000,Improper Disposal,Paper/Films,No
CA,Healthcare Provider,1250,Theft,"Other, Other Portable Electronic Device",No
IN,Business Associate,757,Theft,Laptop,Yes
IN,Business Associate,585,Unauthorized Access/Disclosure,Other,Yes
PA,Healthcare Provider,2928,Theft,Email,No
MN,Healthcare Provider,3159,Theft,Laptop,No
MD,Business Associate,800,Theft,Paper/Films,Yes
KY,Healthcare Provider,24600,"Loss, Theft","Other, Other Portable Electronic Device",No
PA,Health Plan,808,Loss,"Other, Other Portable Electronic Device",No
AL,Healthcare Provider,2000,Theft,"Other, Other Portable Electronic Device",No
FL,Healthcare Provider,156000,Theft,Network Server,No
OH,Healthcare Provider,501,Theft,"Desktop Computer, Laptop",No
NH,Healthcare Provider,231400,Hacking/IT Incident,Network Server,No
FL,Healthcare Provider,2200,Theft,Laptop,No
IN,Healthcare Provider,1848,Hacking/IT Incident,"Email, Network Server",No
VA,Healthcare Provider,11982,Theft,Laptop,No
WA,Healthcare Clearing House,1250,Theft,Desktop Computer,No
SC,Health Plan,5596,Theft,Desktop Computer,No
MI,Healthcare Provider,656,Theft,"Desktop Computer, Laptop",No
TX,Business Associate,16200,Loss,"Other, Other Portable Electronic Device",Yes
MO,Business Associate,4800,Theft,Other,Yes
WA,Healthcare Provider,12009,Theft,"Other, Other Portable Electronic Device",No
TX,Healthcare Provider,4486,Theft,Laptop,No
TX,Healthcare Provider,8241,Theft,"Other, Other Portable Electronic Device",No
TN,Healthcare Provider,500,Theft,Desktop Computer,No
KY,Business Associate,18871,Hacking/IT Incident,Network Server,Yes
CO,Healthcare Provider,546,Theft,Paper/Films,No
MT,Healthcare Provider,37000,Theft,Laptop,No
WA,Healthcare Provider,3100,Theft,Paper/Films,No
MO,Healthcare Provider,800,Hacking/IT Incident,Desktop Computer,No
NJ,Business Associate,1700000,Theft,"Electronic Medical Record, Other",Yes
CA,Healthcare Provider,2250,Unauthorized Access/Disclosure,Other,No
TX,Healthcare Provider,9922,"Loss, Theft","Other, Other Portable Electronic Device",No
FL,Business Associate,2700,Theft,"Other, Other Portable Electronic Device",Yes
WV,Business Associate,3655,Unauthorized Access/Disclosure,Network Server,Yes
AZ,Healthcare Provider,2291,Loss,"Other, Other Portable Electronic Device",No
,Healthcare Provider,2621,Loss,Desktop Computer,No
MI,Healthcare Provider,2777,Loss,"Other, Other Portable Electronic Device",No
AZ,Business Associate,4500,Unauthorized Access/Disclosure,Paper/Films,Yes
FL,Health Plan,7366,Unknown,Other,No
MA,Healthcare Provider,942,Unauthorized Access/Disclosure,Desktop Computer,No
KY,Healthcare Provider,8845,Theft,Laptop,No
OK,Healthcare Provider,600,Theft,"Desktop Computer, Other, Other Portable Electronic Device",No
MD,Business Associate,765,Unauthorized Access/Disclosure,Paper/Films,Yes
TX,Healthcare Provider,654,Unknown,Electronic Medical Record,No
AL,Healthcare Provider,20744,Theft,"Desktop Computer, Network Server, Other, Other Portable Electronic Device",No
NY,Healthcare Provider,670,Theft,Desktop Computer,No
CA,Healthcare Provider,514330,Theft,Desktop Computer,No
WV,Healthcare Provider,1470,Unauthorized Access/Disclosure,Paper/Films,No
CA,Healthcare Provider,667,Theft,Laptop,No
AK,Business Associate,1700,Theft,Laptop,Yes
AZ,Healthcare Provider,635,Theft,"Other, Other Portable Electronic Device",No
AZ,Healthcare Provider,10000,Theft,"Other, Other Portable Electronic Device",No
CT,Business Associate,93500,Theft,Other,Yes
OK,Healthcare Provider,84000,Theft,Network Server,No
MO,Health Plan,935,Unauthorized Access/Disclosure,Other,No
OK,Healthcare Provider,132940,Theft,"Laptop, Paper/Films",No
SC,Healthcare Provider,2717,Improper Disposal,Paper/Films,No
MN,Healthcare Provider,1215,Loss,Paper/Films,No
NY,Business Associate,1900000,Unknown,Other,Yes
AZ,Healthcare Provider,566,Theft,Paper/Films,No
IL,Business Associate,675,Unauthorized Access/Disclosure,Other,Yes
WY,Healthcare Provider,15000,Theft,Desktop Computer,No
NC,Healthcare Provider,6000,Hacking/IT Incident,Network Server,No
IL,Healthcare Provider,1070,Hacking/IT Incident,"Desktop Computer, Email, Laptop, Network Server",No
IL,Healthcare Provider,845,Hacking/IT Incident,"Desktop Computer, Email, Laptop, Network Server",No
IL,Healthcare Provider,686,Hacking/IT Incident,"Desktop Computer, Email, Laptop, Network Server",No
AZ,Health Plan,9393,Hacking/IT Incident,"Desktop Computer, Email, Laptop, Network Server",No
IL,Healthcare Provider,532,Hacking/IT Incident,"Desktop Computer, Email, Laptop, Network Server",No
OH,Healthcare Provider,500,Improper Disposal,Other,No
NH,Healthcare Provider,5960,Theft,Laptop,No
TX,Healthcare Provider,1500,Theft,Laptop,No
IN,Healthcare Provider,22001,Theft,Laptop,No
MA,Healthcare Provider,563,Theft,Laptop,No
PR,Health Plan,24361,Theft,Desktop Computer,No
MO,Health Plan,850,Unauthorized Access/Disclosure,Other,No
PA,Healthcare Provider,1388,Theft,Paper/Films,No
,Healthcare Provider,32390,Theft,Desktop Computer,No
FL,Healthcare Provider,8000,Theft,"Other, Paper/Films",No
AZ,Healthcare Provider,654,"Theft, Unauthorized Access/Disclosure",Paper/Films,No
CA,Healthcare Provider,620,Theft,Laptop,No
NY,Business Associate,550,Theft,Paper/Films,Yes
TX,Healthcare Provider,1031,Improper Disposal,Other,No
AL,Business Associate,13412,Unauthorized Access/Disclosure,Paper/Films,Yes
MI,Business Associate,11387,"Hacking/IT Incident, Unauthorized Access/Disclosure",Network Server,Yes
PR,Healthcare Provider,6006,Theft,Paper/Films,No
SC,Healthcare Provider,400000,Theft,Desktop Computer,No
KY,Healthcare Provider,1986,"Loss, Theft","Other, Other Portable Electronic Device",No
WA,Health Plan,2700,Unknown,Paper/Films,No
OR,Business Associate,17000,Theft,"Other, Other Portable Electronic Device",Yes
NC,Healthcare Provider,1263,Unknown,Email,No
AZ,Healthcare Provider,2000,"Improper Disposal, Loss",Paper/Films,No
SC,Healthcare Provider,1280,Theft,"Other, Other Portable Electronic Device",No
CA,Business Associate,1192,Loss,Paper/Films,Yes
CA,Healthcare Provider,15677,Theft,Desktop Computer,No
WV,Healthcare Provider,950,Unauthorized Access/Disclosure,Paper/Films,No
WA,Healthcare Provider,1105,Theft,"Other, Other Portable Electronic Device",No
FL,Health Plan,3463,Unauthorized Access/Disclosure,Other,No
TN,Healthcare Provider,705,Theft,Laptop,No
TN,Healthcare Provider,810,Theft,Laptop,No
MO,Healthcare Provider,1288,Unknown,Paper/Films,No
OH,Business Associate,78042,Theft,Laptop,Yes
LA,Healthcare Provider,2000,Theft,"Desktop Computer, Electronic Medical Record, Email, Laptop, Network Server, Other, Other Portable Electronic Device",No
CA,Health Plan,694,Unauthorized Access/Disclosure,Paper/Films,No
CO,Business Associate,3589,Theft,Other,Yes
CA,Healthcare Provider,10190,Theft,"Desktop Computer, Network Server",No
FL,Healthcare Provider,1562,Unauthorized Access/Disclosure,"Electronic Medical Record, Other",No
AL,Healthcare Provider,880,Unauthorized Access/Disclosure,Paper/Films,No
NY,Healthcare Provider,712,Theft,Laptop,No
MI,,5000,Hacking/IT Incident,Network Server,Yes
PR,Healthcare Provider,2800,Theft,Desktop Computer,No
GA,Healthcare Provider,7500,Theft,Paper/Films,No
CO,Healthcare Provider,,Unauthorized Access/Disclosure,Electronic Medical Record,No
MA,Healthcare Provider,2021,Hacking/IT Incident,Network Server,No
IL,Business Associate,25330,Unauthorized Access/Disclosure,Network Server,Yes
TN,,1378,Unauthorized Access/Disclosure,Paper/Films,Yes
TX,Business Associate,4573,Unauthorized Access/Disclosure,Paper/Films,Yes
VA,Healthcare Provider,700,Improper Disposal,Paper/Films,No
TX,Healthcare Provider,1870,Theft,Laptop,No
IL,Health Plan,501,Theft,Paper/Films,No
KY,Healthcare Provider,3604,Theft,Laptop,No
OR,Healthcare Provider,1200,Theft,Desktop Computer,No
CA,Healthcare Provider,1500,Unauthorized Access/Disclosure,Paper/Films,No
MA,Healthcare Provider,638,Theft,Other Portable Electronic Device,No
IN,,506,Hacking/IT Incident,Network Server,Yes
NJ,Business Associate,8795,Theft,"Other, Other Portable Electronic Device",Yes
WA,Health Plan,3950,Unauthorized Access/Disclosure,Paper/Films,No
GA,Healthcare Provider,63425,Theft,"Other, Other Portable Electronic Device",No
PR,Business Associate,5848,Theft,Other,Yes
,,,,,
TX,Business Associate,10345,Theft,Laptop,Yes
IL,Healthcare Provider,815,Unauthorized Access/Disclosure,Laptop,No
NJ,Business Associate,32008,Theft,"Other, Other Portable Electronic Device",Yes
KY,Healthcare Provider,1432,Theft,"Laptop, Other Portable Electronic Device, Paper/Films",No
NJ,Business Associate,3000,"Theft, Unauthorized Access/Disclosure","Desktop Computer, Electronic Medical Record, Email, Laptop, Network Server, Other, Other Portable Electronic Device, Paper/Films",Yes
IL,Healthcare Provider,2000,Theft,"Desktop Computer, Network Server",No
CA,Business Associate,19651,Unauthorized Access/Disclosure,Other,Yes
AR,Healthcare Provider,3116,Hacking/IT Incident,Network Server,No
CA,Healthcare Provider,1800,Theft,Paper/Films,No
IN,Healthcare Provider,2059,Theft,"Other, Other Portable Electronic Device",No
TX,Health Plan,1696,Theft,Laptop,No
WI,Business Associate,3000,Hacking/IT Incident,Desktop Computer,Yes
PR,Healthcare Provider,2000,Theft,Paper/Films,No
TX,Healthcare Provider,2541,Theft,Paper/Films,No
GA,Healthcare Provider,863,Theft,Laptop,No
TX,Healthcare Provider,1300,"Hacking/IT Incident, Unauthorized Access/Disclosure",Network Server,No
MS,Healthcare Provider,1797,Theft,Paper/Films,No
WA,Healthcare Provider,2367,Theft,"Desktop Computer, Laptop",No
VA,Business Associate,4000,Loss,"Other, Other Portable Electronic Device",Yes
PA,Business Associate,507,"Theft, Unauthorized Access/Disclosure","Laptop, Paper/Films",Yes
IL,Healthcare Provider,518,Loss,Paper/Films,No
TX,Healthcare Provider,1259,Theft,Laptop,No
NY,Healthcare Provider,2600,Theft,Paper/Films,No
MN,Healthcare Provider,14623,Theft,Laptop,No
MN,Healthcare Provider,9497,Theft,Laptop,No
TN,Healthcare Provider,731,Theft,Paper/Films,No
PA,Business Associate,579,"Theft, Unauthorized Access/Disclosure",Paper/Films,Yes
,Health Plan,2209,Theft,"Desktop Computer, Other",No
MI,Healthcare Provider,520,Theft,Desktop Computer,No
CT,Business Associate,1631,Loss,"Other, Other Portable Electronic Device",Yes
IN,Healthcare Provider,3266,Theft,Laptop,No
CA,Business Associate,700,"Theft, Unauthorized Access/Disclosure",Paper/Films,Yes
MA,Healthcare Provider,2200,Theft,"Other, Other Portable Electronic Device",No
FL,Healthcare Provider,1055489,Loss,Other,No
MN,Healthcare Provider,2600,Theft,"Electronic Medical Record, Laptop",No
CT,Business Associate,3994,Theft,Other,Yes
MA,Healthcare Provider,599,Theft,Laptop,No
FL,Healthcare Provider,12784,Unauthorized Access/Disclosure,Electronic Medical Record,No
PA,Healthcare Provider,3150,Theft,Other,No
PA,Healthcare Provider,500,Theft,Other,No
,,,,,
MA,Healthcare Provider,14750,Theft,Desktop Computer,No
AR,Healthcare Provider,1472,Loss,Other,No
MO,Business Associate,7059,Theft,Other,Yes
TX,Business Associate,6672,"Loss, Theft",Desktop Computer,Yes
IN,Healthcare Provider,757,Theft,Network Server,No
FL,Healthcare Provider,2200,Theft,Paper/Films,No
NY,Healthcare Provider,927,Theft,Laptop,No
CT,Business Associate,1089,Theft,Desktop Computer,Yes
MI,Business Associate,1100,Theft,Paper/Films,Yes
NC,Healthcare Provider,551,Unknown,Paper/Films,No
FL,Healthcare Provider,2900,Theft,Network Server,No
TX,Healthcare Provider,567,Theft,"Other, Other Portable Electronic Device",No
PA,Healthcare Provider,55000,Improper Disposal,Network Server,No
MD,Healthcare Provider,5000,Theft,"Other, Paper/Films",No
CA,,2761,Theft,"Other, Other Portable Electronic Device",No
VA,Business Associate,4900000,Loss,Other,Yes
WV,Healthcare Provider,12563,"Loss, Theft",Laptop,No
NM,Health Plan,1537,Theft,Paper/Films,No
KS,Business Associate,8275,Theft,Other,Yes
AL,Healthcare Provider,943434,Theft,Desktop Computer,No
ND,Healthcare Provider,650,Theft,Laptop,No
TX,Healthcare Provider,2464,Unauthorized Access/Disclosure,"Electronic Medical Record, Paper/Films",No
,,,,,
KY,Healthcare Provider,878,Loss,Other Portable Electronic Device,No
TN,Health Plan,1770,Unauthorized Access/Disclosure,Paper/Films,No
FL,Healthcare Provider,772,Loss,Other,No
IN,Healthcare Provider,10705,Theft,Other,No
,,,,,
PA,Healthcare Provider,2900,Other,Paper/Films,No
NY,Business Associate,7226,Unauthorized Access/Disclosure,Network Server,Yes
IL,Business Associate,2000,Improper Disposal,Paper/Films,Yes
NE,Healthcare Provider,611,Theft,Paper/Films,No
GA,Healthcare Provider,17000,Theft,Laptop,No
WA,Healthcare Provider,4693,Theft,Other,No
CA,Health Plan,11081,Other,Paper/Films,No
TN,Healthcare Provider,2185,Theft,"Laptop, Other Portable Electronic Device",No
WA,Health Plan,7581,Theft,Laptop,No
TX,Healthcare Provider,870,Theft,Laptop,No
MA,Healthcare Provider,2988,Theft,Laptop,No
FL,Healthcare Provider,1670,Theft,"Desktop Computer, Network Server",No
NC,Business Associate,50000,"Other, Unauthorized Access/Disclosure","Email, Network Server",Yes
PA,Healthcare Provider,1300,Theft,Laptop,No
MT,Business Associate,2700,Unauthorized Access/Disclosure,Other,Yes
CA,Business Associate,1700,Other,Paper/Films,Yes
NH,Healthcare Provider,771,Theft,Paper/Films,No
,,,,,
KS,Healthcare Provider,7757,Theft,Laptop,No
CA,Health Plan,11646,Other,Paper/Films,No
OK,Health Plan,844,Loss,Other,No
VA,Business Associate,1444,"Other, Unauthorized Access/Disclosure",Paper/Films,Yes
NY,Healthcare Provider,549,Theft,Laptop,No
IN,Healthcare Provider,1423,"Theft, Unauthorized Access/Disclosure",Paper/Films,No
WA,Healthcare Provider,3100,Theft,Desktop Computer,No
CO,Healthcare Provider,3200,"Hacking/IT Incident, Other",Email,No
FL,Healthcare Provider,1219,Theft,Other Portable Electronic Device,No
MN,Health Plan,6678,Other,Paper/Films,No
NC,Healthcare Provider,2000,Theft,Laptop,No
IL,Business Associate,14000,Theft,Laptop,Yes
CA,Healthcare Provider,1366,Other,Paper/Films,No
NJ,Business Associate,1700,Other,Other,Yes
NJ,Healthcare Provider,1287,Theft,Paper/Films,No
WI,Healthcare Provider,698,Theft,Laptop,No
IN,Healthcare Provider,660,Hacking/IT Incident,Other,No
CA,Healthcare Provider,,Unauthorized Access/Disclosure,Network Server,No
DC,Healthcare Provider,1549,Unauthorized Access/Disclosure,Paper/Films,No
CA,Health Plan,703,Theft,Other,No
LA,Healthcare Provider,2088,Loss,Other Portable Electronic Device,No
OR,Business Associate,2300,"Theft, Unauthorized Access/Disclosure",Laptop,Yes
PA,Healthcare Provider,728,Theft,Laptop,No
NM,Business Associate,7000,Theft,Laptop,Yes
MD,Business Associate,632,Unauthorized Access/Disclosure,Other,Yes
PR,Business Associate,7706,Theft,Laptop,Yes
MD,Healthcare Provider,10480,Theft,Network Server,No
TX,Business Associate,2559,Theft,Other,Yes
AK,Healthcare Provider,2743,Unauthorized Access/Disclosure,Desktop Computer,No
KY,Healthcare Provider,1182,Other,Paper/Films,No
IN,Healthcare Provider,20000,Theft,Laptop,No
PR,Business Associate,10000,Theft,"Laptop, Other Portable Electronic Device",Yes
PR,Business Associate,4645,Theft,Laptop,Yes
PR,Business Associate,27098,Theft,Laptop,Yes
CA,Healthcare Provider,1431,Theft,Paper/Films,No
NY,Healthcare Provider,577,Theft,Laptop,No
PR,Business Associate,7923,Theft,Laptop,Yes
CA,Health Plan,875,Theft,Paper/Films,No
PR,Business Associate,7606,Theft,"Laptop, Other Portable Electronic Device",Yes
GA,Healthcare Provider,513,Theft,Laptop,No
TX,Healthcare Provider,1972,Theft,Other Portable Electronic Device,No
IL,Healthcare Provider,750,Unauthorized Access/Disclosure,Network Server,No
IL,Business Associate,3482,Other,Paper/Films,Yes
NC,Healthcare Provider,1370,Unauthorized Access/Disclosure,Other,No
CA,Healthcare Provider,712,Theft,Paper/Films,No
NY,Health Plan,642,Unauthorized Access/Disclosure,Email,No
TX,Healthcare Provider,502,Theft,Paper/Films,No
MI,Health Plan,1229,Unauthorized Access/Disclosure,Email,No
MA,Healthcare Provider,6831,Loss,Paper/Films,No
AZ,Healthcare Provider,9565,Loss,Other Portable Electronic Device,No
CA,Healthcare Provider,1000,Unauthorized Access/Disclosure,Email,No
,,,,,
MI,Business Associate,555,Unauthorized Access/Disclosure,Paper/Films,Yes
CA,Business Associate,2000,Theft,Other,Yes
UT,Business Associate,780000,Hacking/IT Incident,Network Server,Yes
IN,Healthcare Provider,1000,Improper Disposal,Paper/Films,No
NY,Healthcare Provider,6745,Theft,"Desktop Computer, Network Server",No
FL,Health Plan,9497,Other,Other,No
WA,Healthcare Provider,2100,Theft,"Desktop Computer, Electronic Medical Record",No
TX,Healthcare Provider,1000,Improper Disposal,Paper/Films,No
GA,Healthcare Provider,315000,"Other, Unknown",Other,No
CA,Healthcare Provider,4400,Theft,Desktop Computer,No
AR,Healthcare Provider,7121,Unauthorized Access/Disclosure,Other,No
FL,Healthcare Provider,750,Theft,Paper/Films,No
SC,Health Plan,228435,Unauthorized Access/Disclosure,Email,No
OR,Healthcare Provider,550,Theft,Paper/Films,No
CA,Healthcare Provider,961,Theft,Network Server,No
,,,,,
AZ,Healthcare Provider,42000,"Hacking/IT Incident, Unauthorized Access/Disclosure",Network Server,No
TX,Healthcare Provider,750,Theft,Paper/Films,No
MI,Healthcare Provider,3000,Hacking/IT Incident,Network Server,No
WA,Healthcare Provider,1597,Theft,Network Server,No
AL,Healthcare Provider,1655,Improper Disposal,Paper/Films,No
TX,Healthcare Provider,7000,"Hacking/IT Incident, Unauthorized Access/Disclosure",Network Server,No
WV,Healthcare Provider,2905,Theft,Paper/Films,No
IA,Health Plan,3000,Improper Disposal,Paper/Films,No
MO,Health Plan,1134,Unauthorized Access/Disclosure,Email,No
MN,Healthcare Provider,4000,Theft,Laptop,No
CA,Healthcare Provider,3900,Loss,Other Portable Electronic Device,No
LA,Healthcare Provider,17000,"Loss, Theft",Laptop,No
MN,Health Plan,19100,Unauthorized Access/Disclosure,Other,No
CA,Healthcare Provider,1900,Theft,Other,No
NC,Healthcare Provider,591,Unauthorized Access/Disclosure,Other,No
FL,Healthcare Provider,1137,"Loss, Theft",Laptop,No
NE,Health Plan,3000,Theft,Laptop,No
MA,Healthcare Provider,2159,Theft,Laptop,No
OH,Business Associate,15000,Unauthorized Access/Disclosure,Other,Yes
CA,Healthcare Provider,745,Theft,Paper/Films,No
GA,Healthcare Provider,12937,Theft,"Electronic Medical Record, Paper/Films",No
CT,Healthcare Provider,925,Theft,Desktop Computer,No
TX,Healthcare Provider,5700,Loss,Laptop,No
TX,Healthcare Provider,500,Theft,Other,No
WA,Healthcare Provider,756,Theft,"Desktop Computer, Other Portable Electronic Device",No
TN,Health Plan,1102,Loss,Paper/Films,No
GA,Healthcare Provider,824,Loss,Other Portable Electronic Device,No
MD,Business Associate,1444,Theft,Laptop,Yes
FL,Healthcare Provider,2557,Theft,Other Portable Electronic Device,No
OR,Healthcare Provider,11136,Theft,Desktop Computer,No
NY,Healthcare Provider,568,Theft,"Email, Other",No
FL,Healthcare Provider,1409,Theft,Paper/Films,No
KY,Healthcare Provider,4490,Theft,Laptop,No
KY,Healthcare Provider,824,Theft,Laptop,No
MT,Healthcare Provider,708,Theft,"Laptop, Other Portable Electronic Device",No
NC,Healthcare Provider,9953,Unauthorized Access/Disclosure,Desktop Computer,No
TX,Healthcare Provider,585,Theft,Laptop,No
TX,Healthcare Provider,2462,Unauthorized Access/Disclosure,Electronic Medical Record,No
IL,Healthcare Provider,1500,Theft,Paper/Films,No
MN,Business Associate,2533,"Loss, Unauthorized Access/Disclosure, Unknown",Other Portable Electronic Device,Yes
IA,Healthcare Provider,1298,Theft,Paper/Films,No
,,,,,
OR,Healthcare Provider,4354,"Hacking/IT Incident, Other, Unauthorized Access/Disclosure",Network Server,No
NC,Healthcare Provider,2917,Loss,Other Portable Electronic Device,No
MA,Healthcare Provider,3900,Theft,Laptop,No
NY,Healthcare Provider,8488,Theft,Desktop Computer,No
IL,Healthcare Provider,7067,Other,Network Server,No
IN,Healthcare Provider,1504,Theft,Other,No
AZ,Healthcare Provider,4800,Theft,Network Server,No
IL,Healthcare Provider,4211,Theft,"Laptop, Other Portable Electronic Device",No
IL,Healthcare Provider,1240,Theft,Paper/Films,No
CT,Business Associate,7461,Theft,Laptop,Yes
,,,,,
OR,Healthcare Provider,702,Theft,Other,No
CA,Healthcare Provider,2300,Theft,Desktop Computer,No
TX,Healthcare Provider,2875,Theft,"Electronic Medical Record, Paper/Films",No
PA,Business Associate,66601,Theft,Laptop,Yes
CA,Healthcare Provider,603,Theft,Desktop Computer,No
FL,Healthcare Provider,1175,Theft,Other Portable Electronic Device,No
CA,Healthcare Provider,,Theft,Laptop,No
FL,Healthcare Provider,105646,Theft,Electronic Medical Record,No
PA,Healthcare Provider,3183,Theft,Laptop,No
TX,Healthcare Provider,2264,Loss,Other Portable Electronic Device,No
IL,Health Plan,754,"Other, Unauthorized Access/Disclosure",Paper/Films,No
FL,Healthcare Provider,500,Theft,Laptop,No
IN,Healthcare Provider,55000,Theft,Other Portable Electronic Device,No
GA,Healthcare Provider,4000,Theft,Laptop,No
NV,Healthcare Provider,800,"Hacking/IT Incident, Unauthorized Access/Disclosure",Network Server,No
WA,Healthcare Provider,942,Theft,Laptop,No
FL,Healthcare Provider,64846,"Other, Unauthorized Access/Disclosure",Paper/Films,No
NM,Healthcare Provider,2365,Hacking/IT Incident,Network Server,No
